ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"103.135.248.43","elite","AS906","HK","DMIT Cloud Services","196","N/A","18880","socks5","2391","1","2023-10-10T02:37:06.140Z","60","2522","4214"
"177.131.29.213","elite","AS262378","BR","Compuservice Empreendimentos Ltda","197","Compuservice Empreendimentos Ltda","4153","socks4","4801","1","2023-10-10T02:37:06.139Z","99","4260","4313"
"110.77.184.80","elite","AS131090","TH","CAT-BB","211","N/A","4145","socks4","4295","1","2023-10-10T02:37:03.836Z","91","3853","4236"
"103.81.12.1","elite","AS135792","IN","Syswall Telecom Pvt. Ltd.","182","Syswall Telecom Pvt. Ltd.","44832","socks4","4698","85","2023-10-10T02:37:03.839Z","100","4284","4299"
"202.44.228.172","elite","AS4618","TH","Internet Thailand Company Ltd.","287","Internet Thailand Company Limited","4153","socks4","3308","1","2023-10-10T02:37:03.842Z","32","1378","4277"
"194.31.33.50","elite","AS12741","PL","Netia SA","96","SOFTDESK POLSKA Sp. z o.o","1080","socks4","4799","1","2023-10-10T02:37:03.933Z","97","4142","4250"
"207.246.87.152","elite","AS20473","US","The Constant Company","86","Vultr Holdings, LLC","11201","socks4","2992","1","2023-10-10T02:37:03.837Z","97","4111","4239"
"81.12.104.38","elite","AS42337","IR","Respina Networks & Beyond PJSC","182","Respina Networks","3629","socks4","5304","1","2023-10-10T02:37:03.839Z","99","4232","4284"
"103.19.129.137","elite","AS132566","IN","Skynet Internet Broadband Pvt. Ltd","189","N/A","83","socks4","1196","1","2023-10-10T02:37:01.236Z","99","4199","4257"
"104.16.108.204","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5100","1","2023-10-10T02:37:01.240Z","100","4276","4277"
"118.174.219.165","elite","AS23969","TH","TOT Public Company Limited","189","TOT Public Company Limited","2168","socks5","4098","1","2023-10-10T02:37:01.434Z","94","4053","4312"
"47.24.41.226","elite","AS20115","US","Charter Communications","124","Spectrum","5678","socks4","4291","1","2023-10-10T02:37:01.234Z","57","2476","4318"
"188.115.252.228","elite","AS44395","AM","Ucom Mobile Network","86","N/A","1080","socks4","4796","1","2023-10-10T02:37:01.341Z","34","1427","4205"
"113.108.247.146","elite","AS4134","CN","Chinanet","297","Chinanet GD","20086","socks5","4395","80","2023-10-10T02:37:01.235Z","82","3459","4230"
"43.153.52.192","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","199","Tencent Cloud Computing","443","socks4","4890","1","2023-10-10T02:37:01.238Z","66","2794","4261"
"218.17.253.158","elite","AS4134","CN","Chinanet","226","Chinanet GD","9999","socks4","3698","1","2023-10-10T02:37:01.239Z","82","3456","4196"
"195.225.49.134","elite","AS51357","UA","INETIN","88","Freenet Ltd.","55774","socks4","5093","1","2023-10-10T02:36:58.544Z","99","4228","4272"
"61.7.183.101","elite","AS131090","TH","CAT Telecom Public Company Limited","205","National Telecom Public Company Limited","4145","socks4","3784","1","2023-10-10T02:36:58.535Z","85","3605","4220"
"113.231.150.20","elite","AS4837","CN","CNC Group CHINA169 Liaoning Province Network","194","N/A","1080","socks4","2606","1","2023-10-10T02:36:58.533Z","66","2779","4230"
"14.207.206.27","elite","AS45629","TH","Triple T Broadband Public Company Limited","288","Triple T Broadband Public Company Limited","5678","socks4","614","82","2023-10-10T02:36:58.539Z","94","3988","4244"
"185.238.228.202","elite","AS209242","GB","Cloudflare London, LLC","14","Invermae Solutions SL","80","socks4","4994","1","2023-10-10T02:36:58.538Z","100","4255","4255"
"113.160.203.118","elite","AS45899","VN","VietNam Post and Telecom Corporation","285","Vietnam Posts and Telecommunications Group","5678","socks4","1586","1","2023-10-10T02:36:55.640Z","98","4158","4226"
"103.214.112.201","elite","AS136052","ID","PT Cloud Hosting Indonesia","288","PT Denbe Anugerah Solusindo","32323","socks5","4697","1","2023-10-10T02:36:55.643Z","45","1867","4162"
"181.15.156.170","elite","AS7303","AR","Telecom Argentina S.A.","259","Telecom Argentina S.A","8080","socks5","1206","1","2023-10-10T02:36:55.638Z","98","4154","4239"
"218.1.200.156","elite","AS4812","CN","China Telecom","200","N/A","57114","socks4","5001","1","2023-10-10T02:36:55.644Z","49","2067","4218"
"197.234.13.62","elite","AS36902","SC","Intelvision","198","Intelvision Ltd","4145","socks4","4396","1","2023-10-10T02:36:55.641Z","100","4329","4339"
"54.38.242.224","elite","AS16276","FR","OVH SAS","80","OVH","31143","socks5","4990","1","2023-10-10T02:36:52.539Z","97","4234","4343"
"188.165.196.197","elite","AS16276","FR","OVH SAS","78","OVH ISP","56691","socks5","5197","2","2023-10-10T02:36:52.736Z","95","4114","4315"
"177.200.2.96","elite","AS52775","BR","TecleNet Solucoes Tecnologicas","297","TecleNet Solucoes Tecnologicas","5678","socks4","4797","1","2023-10-10T02:36:52.542Z","99","4134","4184"
"62.31.237.202","elite","AS5089","GB","Virgin Media Business","86","Optify Mediaforce Limited","1080","socks4","4301","1","2023-10-10T02:36:52.537Z","100","4298","4308"
"117.7.131.208","elite","AS7552","VN","Viettel Corporation","258","Viettel Group","3128","socks5","1297","1","2023-10-10T02:36:52.536Z","63","2649","4223"
"38.127.173.212","elite","AS174","US","Cogent Communications","93","Torlandia Trading SRL","46656","socks4","4707","1","2023-10-10T02:36:50.434Z","100","4229","4236"
"31.172.66.166","elite","AS49063","RU","FORNEX","46","Fornex Hosting S.L.","20557","socks4","4604","1","2023-10-10T02:36:50.433Z","82","3510","4266"
"212.108.205.6","elite","AS12301","HU","Invitech ICT Services Kft.","26","Invitech ICT Services Kft","5678","socks4","4988","1","2023-10-10T02:36:50.354Z","100","4206","4219"
"104.23.126.8","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4796","1","2023-10-10T02:36:50.240Z","100","4256","4256"
"103.112.44.100","elite","AS132669","ID","PT.Globalnet Multi Data","194","N/A","5678","socks4","4905","1","2023-10-10T02:36:50.243Z","97","4167","4289"
"103.228.246.129","elite","AS59282","ID","PT Giga Patra Multimedia","203","GPM","5678","socks4","706","1","2023-10-10T02:36:48.038Z","98","4200","4290"
"216.107.129.214","elite","AS61317","US","Colocation America Corporation","93","Ipxo LLC","10180","socks5","4701","1","2023-10-10T02:36:48.138Z","100","4265","4269"
"200.116.198.164","elite","AS13489","CO","EPM Telecomunicaciones S.A. E.S.P","186","Mpio Manizales","35683","socks4","5104","1","2023-10-10T02:36:48.042Z","20","856","4236"
"211.174.105.26","elite","AS4766","KR","Korea Telecom","292","Netropy","4153","socks4","4800","80","2023-10-10T02:36:48.039Z","100","4314","4328"
"208.91.197.18","elite","AS40034","VG","Confluence Networks Inc","78","Confluence Networks Inc","40034","socks5","3293","1","2023-10-10T02:36:48.041Z","100","4217","4228"
"95.79.99.159","elite","AS42682","RU","JSC \"ER-Telecom Holding\"","93","JSC \"ER-Telecom Holding\" Nizhny Novgorod","44068","socks4","5012","84","2023-10-10T02:36:48.139Z","99","4180","4202"
"85.100.40.12","elite","AS47331","TR","TurkTelecom","83","Turk Telekomunikasyon A.S","5678","socks4","4911","1","2023-10-10T02:36:48.036Z","98","4215","4317"
"95.216.199.159","elite","AS24940","FI","Hetzner Online GmbH","78","HETZNER-DC","50438","socks4","198","1","2023-10-10T02:36:48.136Z","100","4204","4206"
"14.63.1.108","elite","AS4766","KR","Korea Telecom","267","Kornet","4145","socks4","5399","1","2023-10-10T02:36:48.046Z","100","4203","4206"
"187.87.198.250","elite","AS262687","BR","Screen Saver Informática LTDA","232","Screen Saver Informática LTDA","3629","socks4","4591","1","2023-10-10T02:36:45.536Z","98","4273","4365"
"125.253.125.132","elite","AS45538","VN","ODS Joint Stock Company","194","ODSJSC","46051","socks4","4798","1","2023-10-10T02:36:45.534Z","98","4110","4198"
"149.154.69.203","elite","AS29182","RU","JSC IOT","48","JSC IOT","3080","socks5","5097","1","2023-10-10T02:36:45.550Z","99","4294","4329"
"51.77.116.174","elite","AS16276","GB","OVH SAS","93","OVH Ltd","28046","socks5","4294","1","2023-10-10T02:36:45.547Z","100","4255","4257"
"188.124.36.212","elite","AS49505","RU","OOO \"Network of data-centers \"Selectel\"","97","N/A","23525","socks4","4904","1","2023-10-10T02:36:45.549Z","100","4323","4325"
"116.212.142.75","elite","AS38235","KH","Angkor Data Communication","329","Mekongnet","33427","socks4","4700","1","2023-10-10T02:36:42.235Z","84","3616","4329"
"149.20.253.93","elite","AS18615","US","Mainstream Fiber Networks, LLC","100","Mainstream Fiber Networks, LLC","12551","socks4","4889","1","2023-10-10T02:36:42.237Z","100","4288","4295"
"45.196.144.152","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","5197","78","2023-10-10T02:36:42.240Z","98","4181","4248"
"203.142.68.210","elite","AS17451","ID","BIZNET","183","N/A","5678","socks4","4798","1","2023-10-10T02:36:42.234Z","100","4271","4284"
"178.141.249.246","elite","AS8359","RU","MTS PJSC","92","MTS KRV ETH","8081","socks5","4399","1","2023-10-10T02:36:42.537Z","99","4163","4187"
"14.232.161.29","elite","AS45899","VN","VNPT","282","Vietnam Posts and Telecommunications Group","10801","socks4","4691","1","2023-10-10T02:36:39.249Z","66","2840","4301"
"213.226.117.147","elite","AS202505","TR","Netbudur Telekomunikasyon Limited Sirketi","100","MRS Bilisim ve Telekomunikasyon Hiz. Ltd. Sti","3389","socks5","3697","1","2023-10-10T02:36:39.245Z","9","365","4224"
"68.183.128.131","elite","AS14061","US","DigitalOcean, LLC","83","DigitalOcean, LLC","8080","socks4","3502","1","2023-10-10T02:36:39.247Z","84","3522","4210"
"139.162.46.64","elite","AS63949","SG","Akamai Technologies, Inc.","199","Linode, LLC","8080","socks5","1200","1","2023-10-10T02:36:39.244Z","99","4238","4263"
"179.107.51.95","elite","AS263284","BR","Maxximo Informatica E Telecomunicacao Ltda","286","Maxximo Informatica E Telecomunicacao Ltda","4153","socks4","4903","1","2023-10-10T02:36:39.242Z","81","3401","4214"
"184.174.72.235","elite","AS21769","GB","Colocation America Corporation","197","North Coast Hosting","51724","socks4","3995","82","2023-10-10T02:36:39.244Z","99","4277","4317"
"117.86.111.68","elite","AS4134","CN","Chinanet","290","Chinanet JS","1080","socks5","4999","1","2023-10-10T02:36:36.445Z","55","2330","4264"
"169.239.83.138","elite","AS327946","ZA","Mesh Telecom Pty Ltd","191","Minuteman Press","8080","socks5","4599","1","2023-10-10T02:36:36.535Z","99","4141","4199"
"180.183.227.96","elite","AS45629","TH","Triple T Broadband Public Company Limited","224","Triple T Broadband Public Company Limited","4153","socks4","5102","1","2023-10-10T02:36:36.446Z","95","4030","4250"
"103.140.83.94","elite","AS132290","BD","The Net","198","The","4145","socks4","4194","1","2023-10-10T02:36:36.447Z","99","4223","4275"
"185.169.181.24","elite","AS34984","TR","Ates Dc","57","Ibrahim MALA trading as Ates Dc","4145","socks4","5186","1","2023-10-10T02:36:36.549Z","100","4301","4307"
"23.225.129.130","elite","AS132839","US","POWER LINE (HK) CO., LIMITED","201","CloudRadium L.L.C","39877","socks5","4993","1","2023-10-10T02:36:36.533Z","99","4214","4275"
"109.251.197.33","elite","AS31148","UA","O3 Core","43","N/A","48805","socks4","1387","1","2023-10-10T02:36:36.448Z","93","3900","4203"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","302","N/A","1080","socks5","4789","1","2023-10-10T02:36:36.444Z","96","4168","4320"
"165.22.209.96","elite","AS14061","IN","DigitalOcean, LLC","141","DigitalOcean, LLC","25150","socks5","5592","1","2023-10-10T02:36:34.146Z","20","837","4249"
"200.58.181.218","elite","AS25620","BO","Cotas Ltda.","283","Universidad Autonoma Gabriel Rene Moreno","4153","socks4","5009","1","2023-10-10T02:36:34.140Z","80","3426","4256"
"43.132.128.186","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","295","Tencent Cloud Computing","24067","socks5","4201","1","2023-10-10T02:36:34.147Z","99","4131","4168"
"185.66.59.4","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","82","Svint","42647","socks4","5094","83","2023-10-10T02:36:31.549Z","100","4252","4269"
"168.227.158.1","elite","AS52898","BR","Multipla Serviços Inteligentes","203","Multipla Serviços Inteligentes","4145","socks4","4895","1","2023-10-10T02:36:31.634Z","99","4278","4303"
"193.106.73.102","elite","AS50283","RU","Business Center Ltd","47","Business Center Nov Ltd","41883","socks4","4588","1","2023-10-10T02:36:31.635Z","96","3958","4131"
"139.196.73.1","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","220","Aliyun Computing Co., LTD","80","socks4","3103","1","2023-10-10T02:36:31.638Z","85","3618","4244"
"124.167.249.234","elite","AS4837","CN","CNC Group CHINA169 Shan1xi Province Network","293","N/A","4837","socks5","4697","1","2023-10-10T02:36:31.550Z","85","3663","4317"
"95.217.201.196","elite","AS24940","FI","Hetzner Online GmbH","94","HETZNER-DC","10037","socks4","3092","1","2023-10-10T02:36:31.648Z","100","4325","4325"
"219.152.172.102","elite","AS134420","CN","Chongqing Telecom","285","Chinanet CQ","5678","socks4","4701","1","2023-10-10T02:36:31.551Z","54","2317","4319"
"96.9.77.71","elite","AS131207","KH","SIGROUPS","214","N/A","51080","socks4","4605","1","2023-10-10T02:36:29.037Z","98","4111","4205"
"185.202.7.160","elite","AS42871","AT","Michael Gamsjaeger Network","44","N/A","4153","socks4","6801","1","2023-10-10T02:36:29.053Z","68","2843","4187"
"192.81.225.9","elite","AS32678","CA","Fidalia Networks Inc","90","DSA Consultants","33140","socks4","209","1","2023-10-10T02:36:29.036Z","100","4276","4293"
"186.251.255.185","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","210","Seanet Telecom Carazinho Eireli","31337","socks4","5006","1","2023-10-10T02:36:29.043Z","100","4182","4203"
